code,description,type,package_line_level,gross_charge,discounted_cash_price,de_identified_min_contracted_rate,de_identified_max_contracted_rate,derived_contracted_rate,1199_commercial_other,aetna_medicare_advantage_hmo,aetna_commercial_hmo_pos,aetna_commercial_ppo_open_access,aetna_commercial_other,empire_health_commercial_other,empire_health_commercial_ppo_open_access,bluecross_blueshield_commercial_other,beacon_health_commercial_other,carelon_health_commercial_other,cigna_commercial_ppo_open_access,cigna_commercial_other,cigna_commercial_hmo_pos,eh_facet_commercial_other,emblemhealth_commercial_ppo_open_access,emblemhealth_commercial_other,emblemhealth_commercial_hmo_pos,emblemhealth_medicaid_hmo,emblemhealth_medicare_advantage_hmo,empire_health_commercial_hmo_pos,empire_health_medicare_advantage_hmo,empire_health_medicaid_hmo,evernorth_commercial_other,fidelis_commercial_other,fidelis_medicare_advantage_hmo,fidelis_medicaid_hmo,ghi_commercial_other,healthfirst_commercial_other,healthfirst_medicare_advantage_hmo,healthfirst_medicaid_hmo,healthplus_hp_medicaid_hmo,healthplus_hp_commercial_other,healthplus_hp_medicare_advantage_hmo,humana_commercial_other,humana_commercial_hmo_pos,humana_commercial_ppo_open_access,meritain_health_commercial_other,molina_commercial_other,optum_commercial_other,oxford_commercial_other,oxford_commercial_hmo_pos,tricare_commercial_other,united_healthcare_commercial_other,united_healthcare_medicare_advantage_hmo,united_healthcare_commercial_hmo_pos,united_healthcare_medicaid_hmo,united_healthcare_commercial_ppo_open_access,veteran_family_commercial_other
11442,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 1.1-2.0 CM",Outpatient,Package,3821.81,3821.81,769.64,3285.69,1726.07,,769.64,,,,3285.69,2155.5,,,,2563.31,,,,,,,,,,,,,,,794.5,,,,,,,,,,,,,,,,,,,,787.77,,
11443,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 2.1-3.0 CM",Outpatient,Line,2465.34,2465.34,1395.61,4439.0,2572.64,,,,,,4439.0,,,,,,,,,,1395.61,,,,,,,,1883.3,,,,,,,,,,,,,,,,,,,,,,,,
11443,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 2.1-3.0 CM",Outpatient,Package,2465.34,2465.34,1395.61,4439.0,2572.64,,,,,,4439.0,,,,,,,,,,1395.61,,,,,,,,1883.3,,,,,,,,,,,,,,,,,,,,,,,,
11444,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 3.1-4.0 CM",Outpatient,Line,3967.33,3967.33,6050.0,6050.0,6050.0,,,,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11444,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 3.1-4.0 CM",Outpatient,Package,6403.5,6403.5,6050.0,6050.0,6050.0,,,,,,,6050.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11446,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, MORE THAN 4.0 CM",Outpatient,Line,5676.0,5676.0,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11446,"REMOVAL OF NONCANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, MORE THAN 4.0 CM",Outpatient,Package,6113.0,6113.0,7564.0,7564.0,7564.0,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,REMOVAL OF SKIN AND TISSUE OF UNDERARMS FOR INFLAMED SWEAT GLANDS WITH SIMPLE OR INTERMEDIATE REPAIR,Outpatient,Line,4355.75,4355.75,7564.0,7564.0,7564.0,,,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450,REMOVAL OF SKIN AND TISSUE OF UNDERARMS FOR INFLAMED SWEAT GLANDS WITH SIMPLE OR INTERMEDIATE REPAIR,Outpatient,Package,4355.75,4355.75,7564.0,7564.0,7564.0,,,,,,,,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11462,REMOVAL OF SKIN AND TISSUE OF GROIN FOR INFLAMED SWEAT GLANDS WITH SIMPLE OR INTERMEDIATE REPAIR,Outpatient,Line,6140.4,6140.4,2324.11,4448.38,3386.25,,,,,,4448.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.11,,,,,
11462,REMOVAL OF SKIN AND TISSUE OF GROIN FOR INFLAMED SWEAT GLANDS WITH SIMPLE OR INTERMEDIATE REPAIR,Outpatient,Package,6577.4,6577.4,2324.11,4448.38,3386.25,,,,,,4448.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2324.11,,,,,
11601,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 0.6-1.0 CM",Outpatient,Line,1818.15,1818.15,1077.75,1077.75,1077.75,,,,,,1077.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11601,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 0.6-1.0 CM",Outpatient,Package,2286.15,2286.15,1077.75,1077.75,1077.75,,,,,,1077.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11602,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 1.1-2.0 CM",Outpatient,Line,5642.76,5642.76,4311.0,4311.0,4311.0,,,,,,4311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11602,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 1.1-2.0 CM",Outpatient,Package,6083.63,6083.63,4311.0,4311.0,4311.0,,,,,,4311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11603,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 2.1-3.0 CM",Outpatient,Line,2511.13,2511.13,2352.0,2352.0,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.0,,,,,,,,
11603,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 2.1-3.0 CM",Outpatient,Package,2953.3,2953.3,2352.0,2352.0,2352.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352.0,,,,,,,,
11604,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 3.1-4.0 CM",Outpatient,Line,2473.5,2473.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11604,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, 3.1-4.0 CM",Outpatient,Package,21496.86,21496.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11606,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, MORE THAN 4.0 CM",Outpatient,Line,4664.07,4664.07,2257.28,6050.0,4055.45,,,,4822.0,,3571.0,,6050.0,,,5241.41,,,,,,2257.28,,,,,,,,,,,,,,,,,,,,,,,2391.0,,,,,,,,
11606,"REMOVAL OF CANCER SKIN GROWTH OF BODY, ARMS, OR LEGS, MORE THAN 4.0 CM",Outpatient,Package,5109.24,5109.24,2257.28,6050.0,4055.45,,,,4822.0,,3571.0,,6050.0,,,5241.41,,,,,,2257.28,,,,,,,,,,,,,,,,,,,,,,,2391.0,,,,,,,,
11620,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.5 CM OR LESS",Outpatient,Line,4212.0,4212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11620,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.5 CM OR LESS",Outpatient,Package,4649.0,4649.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11621,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.6-1.0 CM",Outpatient,Line,1290.0,1290.0,2563.5,2563.5,2563.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563.5,,,,,
11621,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 0.6-1.0 CM",Outpatient,Package,9761.0,9761.0,2563.5,2563.5,2563.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2563.5,,,,,
11622,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 1.1-2.0 CM",Outpatient,Line,4222.53,4222.53,4311.0,4311.0,4311.0,,,,,,4311.0,,4311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11622,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 1.1-2.0 CM",Outpatient,Package,4667.28,4667.28,4311.0,4311.0,4311.0,,,,,,4311.0,,4311.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11623,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 2.1-3.0 CM",Outpatient,Line,4557.38,4557.38,3025.0,3025.0,3025.0,,,,,,,,3025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11623,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 2.1-3.0 CM",Outpatient,Package,5000.58,5000.58,3025.0,3025.0,3025.0,,,,,,,,3025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11624,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 3.1-4.0 CM",Outpatient,Line,3017.5,3017.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11624,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, 3.1-4.0 CM",Outpatient,Package,3454.5,3454.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11626,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, MORE THAN 4.0 CM",Outpatient,Line,4581.0,4581.0,3040.2,3063.58,3051.89,,,,,,,,,,,3040.2,,,,,,,,,,3063.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
11626,"REMOVAL OF CANCER SKIN GROWTH OF SCALP, NECK, HANDS, FEET, OR GENITALS, MORE THAN 4.0 CM",Outpatient,Package,5023.91,5023.91,3040.2,3063.58,3051.89,,,,,,,,,,,3040.2,,,,,,,,,,3063.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
11642,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 1.1-2.0 CM",Outpatient,Line,2496.43,2496.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11642,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 1.1-2.0 CM",Outpatient,Package,2937.31,2937.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11643,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 2.1-3.0 CM",Outpatient,Line,5212.75,5212.75,4316.25,4316.25,4316.25,,,,,,,4316.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11643,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 2.1-3.0 CM",Outpatient,Package,5658.21,5658.21,4316.25,4316.25,4316.25,,,,,,,4316.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11644,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 3.1-4.0 CM",Outpatient,Line,7021.73,7021.73,1512.5,3025.0,2051.28,,1616.33,,,,1512.5,3025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11644,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, 3.1-4.0 CM",Outpatient,Package,7458.73,7458.73,1512.5,3025.0,2051.28,,1616.33,,,,1512.5,3025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11646,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, MORE THAN 4.0 CM",Outpatient,Line,5605.17,5605.17,2723.76,7564.0,4865.56,,,,,,,7564.0,6396.22,,,,,,,,2778.24,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.76,,,,,
11646,"REMOVAL OF CANCER SKIN GROWTH OF FACE, EARS, EYELIDS, NOSE, LIPS, OR MOUTH, MORE THAN 4.0 CM",Outpatient,Package,5605.17,5605.17,2723.76,7564.0,4865.56,,,,,,,7564.0,6396.22,,,,,,,,2778.24,,,,,,,,,,,,,,,,,,,,,,,,,,,2723.76,,,,,
11721,"REMOVAL OF FINGERNAILS OR TOENAILS, 6 OR MORE NAILS",Outpatient,Line,256.84,256.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11721,"REMOVAL OF FINGERNAILS OR TOENAILS, 6 OR MORE NAILS",Outpatient,Package,256.84,256.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11730,"SIMPLE SEPARATION OF FINGERNAIL OR TOENAIL FROM NAIL BED, FIRST NAIL",Outpatient,Line,805.04,805.04,95.24,4822.0,1443.51,,,4822.0,4822.0,,,2103.0,,,,158.17,,,,,95.24,2257.28,,,100.0,,,,300.0,,99.85,,,,,102.85,,,,,,,99.85,,4704.0,,,445.0,,,99.85,,
11730,"SIMPLE SEPARATION OF FINGERNAIL OR TOENAIL FROM NAIL BED, FIRST NAIL",Outpatient,Package,805.04,805.04,95.24,4822.0,1443.51,,,4822.0,4822.0,,,2103.0,,,,158.17,,,,,95.24,2257.28,,,100.0,,,,300.0,,99.85,,,,,102.85,,,,,,,99.85,,4704.0,,,445.0,,,99.85,,
11732,"SIMPLE SEPARATION OF FINGERNAIL OR TOENAIL FROM NAIL BED, EACH ADDITIONAL NAIL",Outpatient,Line,828.42,828.42,49.93,2411.0,1230.47,,,,2411.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.93,,
11740,REMOVAL OF BLOOD ACCUMULATION UNDER FINGERNAIL OR TOENAIL,Outpatient,Line,313.38,313.38,98.87,2529.0,718.89,,,2153.0,,,,,,,,138.43,,,,,,,,,100.0,,,,300.0,,99.85,,,,,,,,,,,,,,2529.0,,,332.0,,,98.87,,
11740,REMOVAL OF BLOOD ACCUMULATION UNDER FINGERNAIL OR TOENAIL,Outpatient,Package,2394.92,2394.92,98.87,2529.0,718.89,,,2153.0,,,,,,,,138.43,,,,,,,,,100.0,,,,300.0,,99.85,,,,,,,,,,,,,,2529.0,,,332.0,,,98.87,,
11750,PERMANENT REMOVAL FINGERNAIL OR TOENAIL,Outpatient,Line,3424.23,3424.23,404.99,3592.5,1998.75,,,,,,3592.5,,,,,,,,,,404.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11750,PERMANENT REMOVAL FINGERNAIL OR TOENAIL,Outpatient,Package,3424.23,3424.23,404.99,3592.5,1998.75,,,,,,3592.5,,,,,,,,,,404.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11760,REPAIR OF FINGERNAIL OR TOENAIL BED,Outpatient,Line,1269.03,1269.03,26.05,2375.0,891.78,,601.64,2153.0,2153.0,,2050.5,,,,,436.18,,,,,95.72,,,,26.05,,,,300.0,,99.85,,,,,,,,,,601.64,,,,2375.0,,601.64,,,,98.87,,
11760,REPAIR OF FINGERNAIL OR TOENAIL BED,Outpatient,Package,1269.03,1269.03,26.05,2375.0,891.78,,601.64,2153.0,2153.0,,2050.5,,,,,436.18,,,,,95.72,,,,26.05,,,,300.0,,99.85,,,,,,,,,,601.64,,,,2375.0,,601.64,,,,98.87,,
11765,REMOVAL OF SKIN OF FINGERNAIL OR TOENAIL,Outpatient,Line,884.27,884.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11765,REMOVAL OF SKIN OF FINGERNAIL OR TOENAIL,Outpatient,Package,884.27,884.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11770,SIMPLE REMOVAL OF CYST OF TAILBONE,Outpatient,Line,4253.16,4253.16,1435.46,6822.31,4450.51,,,,,,6156.24,6532.25,6822.31,,,,,,,,,,,,6590.0,,,,,,,,,,,1492.15,,,,,,,1448.69,,,,,5127.0,,,1435.46,,
11770,SIMPLE REMOVAL OF CYST OF TAILBONE,Outpatient,Package,4253.16,4253.16,1435.46,6822.31,4450.51,,,,,,6156.24,6532.25,6822.31,,,,,,,,,,,,6590.0,,,,,,,,,,,1492.15,,,,,,,1448.69,,,,,5127.0,,,1435.46,,
11771,EXTENSIVE REMOVAL OF CYST OF TAILBONE,Outpatient,Line,6773.38,6773.38,2350.48,6445.0,4629.34,,,,,,6445.0,,,,,5241.41,,,,,3092.2,6017.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.48,,
11771,EXTENSIVE REMOVAL OF CYST OF TAILBONE,Outpatient,Package,6773.38,6773.38,2350.48,6445.0,4629.34,,,,,,6445.0,,,,,5241.41,,,,,3092.2,6017.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.48,,
11772,COMPLICATED REMOVAL OF CYST OF TAILBONE,Outpatient,Line,6048.86,6048.86,7564.0,7564.0,7564.0,,,,,,7564.0,7564.0,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11772,COMPLICATED REMOVAL OF CYST OF TAILBONE,Outpatient,Package,6048.86,6048.86,7564.0,7564.0,7564.0,,,,,,7564.0,7564.0,7564.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11900,"INJECTION INTO SKIN GROWTH, 1-7 GROWTHS",Outpatient,Line,1085.86,1085.86,34.23,2372.67,1531.38,,,,2372.67,,2155.5,2155.5,,,,,,,,,,,,,939.0,,,,,,,,34.23,,,,,,,,,,,,,,,,,,,,
11900,"INJECTION INTO SKIN GROWTH, 1-7 GROWTHS",Outpatient,Package,4061.27,4061.27,34.23,2372.67,1531.38,,,,2372.67,,2155.5,2155.5,,,,,,,,,,,,,939.0,,,,,,,,34.23,,,,,,,,,,,,,,,,,,,,
11901,"INJECTION INTO SKIN GROWTH, MORE THAN 7 GROWTHS",Outpatient,Line,1103.67,1103.67,2353.5,2353.5,2353.5,2353.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11901,"INJECTION INTO SKIN GROWTH, MORE THAN 7 GROWTHS",Outpatient,Package,3311.0,3311.0,2353.5,2353.5,2353.5,2353.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11921,"TATTOOING OF SKIN TO CORRECT COLOR ISSUE, 6.1-20.0 SQ CM",Outpatient,Line,935.0,935.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11921,"TATTOOING OF SKIN TO CORRECT COLOR ISSUE, 6.1-20.0 SQ CM",Outpatient,Package,986.0,986.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11952,"INJECTION OF FILLING MATERIAL UNDER SKIN, 5.1-10.0 CC",Outpatient,Line,4551.67,4551.67,4551.67,4551.67,4551.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4551.67,,,,,
11952,"INJECTION OF FILLING MATERIAL UNDER SKIN, 5.1-10.0 CC",Outpatient,Package,15917.13,15917.13,4551.67,4551.67,4551.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4551.67,,,,,
11960,INSERTION OF TISSUE EXPANDER,Outpatient,Line,11358.67,11358.67,1239.35,2350.48,1980.1,,,,,,,,,,,,,,,,,,,,,,,,,,2350.48,,1239.35,,,,,,,,,,2350.48,,,,,,,,,,
11960,INSERTION OF TISSUE EXPANDER,Outpatient,Package,11358.67,11358.67,1239.35,2350.48,1980.1,,,,,,,,,,,,,,,,,,,,,,,,,,2350.48,,1239.35,,,,,,,,,,2350.48,,,,,,,,,,
11970,REPLACEMENT OF TISSUE EXPANDER WITH PERMANENT IMPLANT,Outpatient,Line,4728.18,4728.18,144.76,9784.0,4845.69,,,4822.0,2411.0,,7658.28,9784.0,7338.0,,,5124.66,,,,,2335.97,4116.75,,,6573.0,7195.4,,,,,3688.36,,144.76,,,,,,,,,2336.02,,,3586.5,,,7195.4,,,3220.86,,
11970,REPLACEMENT OF TISSUE EXPANDER WITH PERMANENT IMPLANT,Outpatient,Package,4729.66,4729.66,144.76,9784.0,4845.69,,,4822.0,2411.0,,7658.28,9784.0,7338.0,,,5124.66,,,,,2335.97,4116.75,,,6573.0,7195.4,,,,,3688.36,,144.76,,,,,,,,,2336.02,,,3586.5,,,7195.4,,,3220.86,,
11971,REMOVAL OF TISSUE EXPANDER,Outpatient,Line,3319.94,3319.94,1693.42,6590.0,3908.88,,,4592.0,,,4868.28,,,,,,,,,,,,,,6590.0,,,,,,1693.42,,,,,,,,,,,,,,,,,,,,1800.72,,
11971,REMOVAL OF TISSUE EXPANDER,Outpatient,Package,3668.46,3668.46,1693.42,6590.0,3908.88,,,4592.0,,,4868.28,,,,,,,,,,,,,,6590.0,,,,,,1693.42,,,,,,,,,,,,,,,,,,,,1800.72,,
11976,REMOVAL OF IMPLANTABLE CONTRACEPTIVE CAPSULES,Outpatient,Line,2098.86,2098.86,113.42,2050.5,955.38,,,,,,,2050.5,,,,,,,,,,,,,,,,,,,,,113.42,,,,,,,,,,,,,,,,,,702.22,,
11976,REMOVAL OF IMPLANTABLE CONTRACEPTIVE CAPSULES,Outpatient,Package,2098.86,2098.86,113.42,2050.5,955.38,,,,,,,2050.5,,,,,,,,,,,,,,,,,,,,,113.42,,,,,,,,,,,,,,,,,,702.22,,
11981,INSERTION OF DRUG DELIVERY IMPLANT INTO TISSUE,Outpatient,Line,484.54,484.54,79.25,564.0,384.88,,,,564.0,,,,,,,,,,,,522.53,,,,,,,,,,397.19,,79.25,,,337.61,,,,,,,397.19,,,,,,,,396.38,,
11981,INSERTION OF DRUG DELIVERY IMPLANT INTO TISSUE,Outpatient,Package,484.54,484.54,79.25,564.0,384.88,,,,564.0,,,,,,,,,,,,522.53,,,,,,,,,,397.19,,79.25,,,337.61,,,,,,,397.19,,,,,,,,396.38,,
11982,REMOVAL OF DRUG DELIVERY IMPLANT FROM TISSUE,Outpatient,Line,325.38,325.38,128.56,395.54,328.28,,,,,,,,,,,,,,,,393.96,,,,,,,,,,395.54,,128.56,,,,,,,,,,,,,,,,,,395.04,,
11982,REMOVAL OF DRUG DELIVERY IMPLANT FROM TISSUE,Outpatient,Package,325.38,325.38,128.56,395.54,328.28,,,,,,,,,,,,,,,,393.96,,,,,,,,,,395.54,,128.56,,,,,,,,,,,,,,,,,,395.04,,
11983,REMOVAL WITH REINSERTION OF DRUG DELIVERY IMPLANT INTO TISSUE,Outpatient,Line,1394.81,1394.81,127.57,2155.5,893.42,,,,,,2155.5,,,,,,,,,,,,,,,,,,,,397.19,,127.57,,,,,,,,,,,,,,,,,,,,
11983,REMOVAL WITH REINSERTION OF DRUG DELIVERY IMPLANT INTO TISSUE,Outpatient,Package,1394.81,1394.81,127.57,2155.5,893.42,,,,,,2155.5,,,,,,,,,,,,,,,,,,,,397.19,,127.57,,,,,,,,,,,,,,,,,,,,
12001,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 2.5 CM OR LESS",Outpatient,Line,920.27,920.27,54.03,2580.33,1013.37,2118.67,,2153.0,2153.0,,2155.5,150.0,,,,364.56,,,,,689.22,1920.72,,,108.33,,,,598.74,,528.83,,116.06,54.03,,544.69,,,,,,959.0,528.83,,2580.33,,,1003.67,,,526.86,,
12001,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 2.5 CM OR LESS",Outpatient,Package,920.27,920.27,54.03,2580.33,1013.37,2118.67,,2153.0,2153.0,,2155.5,150.0,,,,364.56,,,,,689.22,1920.72,,,108.33,,,,598.74,,528.83,,116.06,54.03,,544.69,,,,,,959.0,528.83,,2580.33,,,1003.67,,,526.86,,
12002,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 2.6-7.5 CM",Outpatient,Line,927.79,927.79,53.08,4101.0,1114.71,2084.33,,2023.3,2153.0,,4101.0,150.0,,,,375.02,,,,,507.87,1920.72,,,100.0,,,,576.29,,532.67,,130.08,,,53.08,962.13,,,,,,528.83,,2375.0,,,965.7,,,525.75,,
12002,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 2.6-7.5 CM",Outpatient,Package,927.79,927.79,53.08,4101.0,1114.71,2084.33,,2023.3,2153.0,,4101.0,150.0,,,,375.02,,,,,507.87,1920.72,,,100.0,,,,576.29,,532.67,,130.08,,,53.08,962.13,,,,,,528.83,,2375.0,,,965.7,,,525.75,,
12004,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 7.6-12.5 CM",Outpatient,Line,975.46,975.46,100.0,2375.0,1129.67,,,,2153.0,,,,,,,,,,,,,,,,100.0,,,,628.68,,528.83,,,,,,,,,,,,,,2375.0,,,992.5,,,,,
12004,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 7.6-12.5 CM",Outpatient,Package,975.46,975.46,100.0,2375.0,1129.67,,,,2153.0,,,,,,,,,,,,,,,,100.0,,,,628.68,,528.83,,,,,,,,,,,,,,2375.0,,,992.5,,,,,
12005,"SIMPLE REPAIR OF SURFACE WOUND OF SCALP, NECK, UNDERARMS, TRUNK, ARMS, OR LEGS, 12.6-20.0 CM",Outpatient,Line,979.94,979.94,528.83,2375.0,1287.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,528.83,,2375.0,,,959.0,,,,,
